psi_m,x_m,y_m,psi_d,x_d,y_d
6.149310,-1.530789,1.737153,-0.235084,4.146300,-2.786210
6.149996,-1.530744,1.733545,-0.234740,4.148732,-2.786792
6.150682,-1.530696,1.729937,-0.234395,4.151163,-2.787373
6.151367,-1.530645,1.726329,-0.234051,4.153595,-2.787953
6.152051,-1.530591,1.722721,-0.233707,4.156027,-2.788533
6.152734,-1.530534,1.719113,-0.233363,4.158459,-2.789111
6.153417,-1.530474,1.715505,-0.233020,4.160891,-2.789689
6.154099,-1.530411,1.711897,-0.232676,4.163324,-2.790266
6.154780,-1.530345,1.708289,-0.232333,4.165757,-2.790842
6.155460,-1.530277,1.704681,-0.231989,4.168190,-2.791417
6.156139,-1.530205,1.701074,-0.231646,4.170623,-2.791991
6.156818,-1.530130,1.697466,-0.231303,4.173056,-2.792565
6.157496,-1.530052,1.693858,-0.230960,4.175490,-2.793138
6.158173,-1.529972,1.690250,-0.230617,4.177923,-2.793710
6.158849,-1.529888,1.686642,-0.230275,4.180357,-2.794281
6.159524,-1.529802,1.683034,-0.229932,4.182791,-2.794851
6.160199,-1.529712,1.679427,-0.229590,4.185226,-2.795420
6.160873,-1.529620,1.675819,-0.229247,4.187660,-2.795989
6.161546,-1.529524,1.672211,-0.228905,4.190095,-2.796556
6.162218,-1.529426,1.668604,-0.228563,4.192530,-2.797123
6.162889,-1.529324,1.664996,-0.228221,4.194965,-2.797689
6.163559,-1.529220,1.661388,-0.227879,4.197400,-2.798254
6.164228,-1.529112,1.657781,-0.227538,4.199835,-2.798819
6.164897,-1.529002,1.654174,-0.227196,4.202271,-2.799382
6.165565,-1.528889,1.650566,-0.226855,4.204707,-2.799945
6.166231,-1.528772,1.646959,-0.226513,4.207143,-2.800507
6.166897,-1.528653,1.643352,-0.226172,4.209579,-2.801068
6.167562,-1.528531,1.639745,-0.225831,4.212016,-2.801628
6.168226,-1.528405,1.636138,-0.225490,4.214452,-2.802188
6.168890,-1.528277,1.632531,-0.225149,4.216889,-2.802746
6.169552,-1.528146,1.628924,-0.224809,4.219326,-2.803304
6.170213,-1.528012,1.625317,-0.224468,4.221763,-2.803861
6.170874,-1.527874,1.621711,-0.224128,4.224201,-2.804417
6.171533,-1.527734,1.618104,-0.223787,4.226638,-2.804972
6.172192,-1.527591,1.614498,-0.223447,4.229076,-2.805526
6.172850,-1.527444,1.610892,-0.223107,4.231514,-2.806080
6.173507,-1.527295,1.607286,-0.222767,4.233952,-2.806633
6.174162,-1.527143,1.603680,-0.222427,4.236390,-2.807185
6.174817,-1.526988,1.600074,-0.222088,4.238829,-2.807736
6.175471,-1.526829,1.596468,-0.221748,4.241268,-2.808286
6.176124,-1.526668,1.592862,-0.221409,4.243706,-2.808835
6.176776,-1.526504,1.589257,-0.221069,4.246145,-2.809384
6.177427,-1.526337,1.585651,-0.220730,4.248585,-2.809932
6.178078,-1.526166,1.582046,-0.220391,4.251024,-2.810479
6.178727,-1.525993,1.578441,-0.220052,4.253464,-2.811025
6.179375,-1.525817,1.574836,-0.219713,4.255904,-2.811570
6.180022,-1.525637,1.571231,-0.219374,4.258344,-2.812114
6.180668,-1.525455,1.567627,-0.219036,4.260784,-2.812658
6.181314,-1.525269,1.564022,-0.218697,4.263224,-2.813201
6.181958,-1.525081,1.560418,-0.218359,4.265665,-2.813743
6.182601,-1.524890,1.556814,-0.218021,4.268105,-2.814284
6.183244,-1.524695,1.553210,-0.217682,4.270546,-2.814824
6.183885,-1.524498,1.549606,-0.217344,4.272987,-2.815364
6.184525,-1.524297,1.546003,-0.217007,4.275429,-2.815903
6.185165,-1.524094,1.542399,-0.216669,4.277870,-2.816440
6.185803,-1.523887,1.538796,-0.216331,4.280312,-2.816977
6.186440,-1.523677,1.535193,-0.215994,4.282754,-2.817514
6.187077,-1.523465,1.531590,-0.215656,4.285196,-2.818049
6.187712,-1.523249,1.527988,-0.215319,4.287638,-2.818584
6.188347,-1.523030,1.524385,-0.214982,4.290080,-2.819117
6.188980,-1.522809,1.520783,-0.214645,4.292523,-2.819650
6.189612,-1.522584,1.517181,-0.214308,4.294965,-2.820182
6.190243,-1.522356,1.513580,-0.213971,4.297408,-2.820714
6.190874,-1.522125,1.509978,-0.213634,4.299851,-2.821244
6.191503,-1.521891,1.506377,-0.213297,4.302295,-2.821774
6.192131,-1.521654,1.502776,-0.212961,4.304738,-2.822302
6.192759,-1.521414,1.499175,-0.212625,4.307182,-2.822830
6.193385,-1.521171,1.495574,-0.212288,4.309625,-2.823358
6.194010,-1.520925,1.491974,-0.211952,4.312069,-2.823884
6.194634,-1.520676,1.488374,-0.211616,4.314514,-2.824409
6.195257,-1.520424,1.484774,-0.211280,4.316958,-2.824934
6.195879,-1.520168,1.481174,-0.210944,4.319402,-2.825458
6.196500,-1.519910,1.477575,-0.210609,4.321847,-2.825981
6.197121,-1.519648,1.473975,-0.210273,4.324292,-2.826503
6.197740,-1.519384,1.470377,-0.209938,4.326737,-2.827025
6.198358,-1.519116,1.466778,-0.209602,4.329182,-2.827545
6.198974,-1.518846,1.463180,-0.209267,4.331628,-2.828065
6.199590,-1.518572,1.459581,-0.208932,4.334073,-2.828584
6.200205,-1.518296,1.455984,-0.208597,4.336519,-2.829102
6.200819,-1.518016,1.452386,-0.208262,4.338965,-2.829619
6.201432,-1.517733,1.448789,-0.207927,4.341411,-2.830136
6.202044,-1.517447,1.445192,-0.207593,4.343857,-2.830652
6.202654,-1.517158,1.441595,-0.207258,4.346303,-2.831166
6.203264,-1.516866,1.437998,-0.206924,4.348750,-2.831680
6.203873,-1.516571,1.434402,-0.206589,4.351197,-2.832194
6.204481,-1.516272,1.430806,-0.206255,4.353644,-2.832706
6.205087,-1.515971,1.427211,-0.205921,4.356091,-2.833218
6.205693,-1.515667,1.423616,-0.205587,4.358538,-2.833728
6.206297,-1.515359,1.420021,-0.205253,4.360985,-2.834238
6.206901,-1.515049,1.416426,-0.204919,4.363433,-2.834748
6.207503,-1.514735,1.412832,-0.204586,4.365881,-2.835256
6.208105,-1.514418,1.409238,-0.204252,4.368329,-2.835763
6.208705,-1.514098,1.405644,-0.203919,4.370777,-2.836270
6.209304,-1.513775,1.402050,-0.203585,4.373225,-2.836776
6.209903,-1.513449,1.398457,-0.203252,4.375674,-2.837281
6.210500,-1.513120,1.394864,-0.202919,4.378122,-2.837785
6.211096,-1.512788,1.391272,-0.202586,4.380571,-2.838289
6.211691,-1.512453,1.387680,-0.202253,4.383020,-2.838791
6.212286,-1.512114,1.384088,-0.201920,4.385469,-2.839293
6.212879,-1.511773,1.380497,-0.201587,4.387918,-2.839794
6.213471,-1.511428,1.376906,-0.201255,4.390368,-2.840294
6.214062,-1.511081,1.373315,-0.200922,4.392818,-2.840793
6.214652,-1.510730,1.369724,-0.200590,4.395267,-2.841292
6.215241,-1.510376,1.366134,-0.200258,4.397717,-2.841790
6.215829,-1.510019,1.362544,-0.199926,4.400167,-2.842287
6.216416,-1.509659,1.358955,-0.199594,4.402618,-2.842783
6.217002,-1.509295,1.355366,-0.199262,4.405068,-2.843278
6.217587,-1.508929,1.351777,-0.198930,4.407519,-2.843772
6.218171,-1.508560,1.348189,-0.198598,4.409970,-2.844266
6.218754,-1.508187,1.344601,-0.198266,4.412420,-2.844759
6.219336,-1.507811,1.341014,-0.197935,4.414872,-2.845251
6.219917,-1.507433,1.337426,-0.197603,4.417323,-2.845742
6.220497,-1.507051,1.333839,-0.197272,4.419774,-2.846232
6.221076,-1.506666,1.330253,-0.196941,4.422226,-2.846722
6.221654,-1.506277,1.326667,-0.196610,4.424678,-2.847211
6.222231,-1.505886,1.323081,-0.196279,4.427130,-2.847699
6.222807,-1.505492,1.319496,-0.195948,4.429582,-2.848186
6.223382,-1.505094,1.315911,-0.195617,4.432034,-2.848672
6.223956,-1.504694,1.312326,-0.195287,4.434486,-2.849158
6.224529,-1.504290,1.308742,-0.194956,4.436939,-2.849642
6.225101,-1.503883,1.305158,-0.194626,4.439392,-2.850126
6.225672,-1.503473,1.301575,-0.194295,4.441844,-2.850609
6.226242,-1.503060,1.297992,-0.193965,4.444297,-2.851092
6.226811,-1.502643,1.294409,-0.193635,4.446751,-2.851573
6.227379,-1.502224,1.290827,-0.193305,4.449204,-2.852054
6.227946,-1.501801,1.287245,-0.192975,4.451658,-2.852534
6.228513,-1.501375,1.283664,-0.192645,4.454111,-2.853013
6.229078,-1.500947,1.280083,-0.192315,4.456565,-2.853491
6.229642,-1.500515,1.276502,-0.191986,4.459019,-2.853968
6.230205,-1.500079,1.272922,-0.191656,4.461473,-2.854445
6.230768,-1.499641,1.269343,-0.191327,4.463927,-2.854921
6.231329,-1.499200,1.265763,-0.190997,4.466382,-2.855396
6.231890,-1.498755,1.262184,-0.190668,4.468837,-2.855870
6.232449,-1.498307,1.258606,-0.190339,4.471291,-2.856343
6.233008,-1.497857,1.255028,-0.190010,4.473746,-2.856816
6.233566,-1.497403,1.251450,-0.189681,4.476201,-2.857288
6.234122,-1.496945,1.247873,-0.189352,4.478657,-2.857759
6.234678,-1.496485,1.244296,-0.189023,4.481112,-2.858229
6.235233,-1.496022,1.240720,-0.188695,4.483567,-2.858698
6.235787,-1.495555,1.237144,-0.188366,4.486023,-2.859167
6.236340,-1.495085,1.233569,-0.188038,4.488479,-2.859635
6.236892,-1.494612,1.229994,-0.187709,4.490935,-2.860101
6.237444,-1.494136,1.226419,-0.187381,4.493391,-2.860568
6.237994,-1.493657,1.222845,-0.187053,4.495848,-2.861033
6.238543,-1.493175,1.219271,-0.186725,4.498304,-2.861497
6.239092,-1.492689,1.215698,-0.186397,4.500761,-2.861961
6.239640,-1.492200,1.212125,-0.186069,4.503217,-2.862424
6.240187,-1.491708,1.208553,-0.185741,4.505674,-2.862886
6.240733,-1.491213,1.204981,-0.185414,4.508131,-2.863347
6.241278,-1.490715,1.201410,-0.185086,4.510589,-2.863808
6.241822,-1.490214,1.197839,-0.184759,4.513046,-2.864268
6.242366,-1.489709,1.194268,-0.184431,4.515504,-2.864726
6.242908,-1.489202,1.190698,-0.184104,4.517961,-2.865184
6.243450,-1.488691,1.187129,-0.183777,4.520419,-2.865642
6.243991,-1.488177,1.183559,-0.183450,4.522877,-2.866098
6.244531,-1.487660,1.179991,-0.183123,4.525335,-2.866554
6.245070,-1.487139,1.176423,-0.182796,4.527793,-2.867009
6.245608,-1.486616,1.172855,-0.182469,4.530252,-2.867463
6.246146,-1.486089,1.169288,-0.182143,4.532710,-2.867916
6.246683,-1.485559,1.165721,-0.181816,4.535169,-2.868368
6.247219,-1.485026,1.162155,-0.181490,4.537628,-2.868820
6.247754,-1.484490,1.158589,-0.181163,4.540087,-2.869271
6.248288,-1.483950,1.155024,-0.180837,4.542546,-2.869721
6.248822,-1.483408,1.151459,-0.180511,4.545005,-2.870170
6.249355,-1.482862,1.147895,-0.180185,4.547465,-2.870619
6.249887,-1.482313,1.144331,-0.179859,4.549925,-2.871066
6.250418,-1.481761,1.140767,-0.179533,4.552384,-2.871513
6.250949,-1.481205,1.137204,-0.179207,4.554844,-2.871959
6.251478,-1.480647,1.133642,-0.178881,4.557304,-2.872404
6.252007,-1.480085,1.130080,-0.178556,4.559764,-2.872849
6.252536,-1.479520,1.126519,-0.178230,4.562225,-2.873292
6.253063,-1.478952,1.122958,-0.177905,4.564685,-2.873735
6.253590,-1.478381,1.119398,-0.177579,4.567146,-2.874177
6.254116,-1.477807,1.115838,-0.177254,4.569607,-2.874618
6.254642,-1.477229,1.112278,-0.176929,4.572067,-2.875059
6.255166,-1.476648,1.108719,-0.176604,4.574528,-2.875498
6.255690,-1.476065,1.105161,-0.176279,4.576990,-2.875937
6.256213,-1.475477,1.101603,-0.175954,4.579451,-2.876375
6.256736,-1.474887,1.098046,-0.175629,4.581912,-2.876812
6.257258,-1.474293,1.094489,-0.175304,4.584374,-2.877249
6.257779,-1.473697,1.090932,-0.174980,4.586836,-2.877685
6.258300,-1.473097,1.087377,-0.174655,4.589298,-2.878119
6.258820,-1.472494,1.083821,-0.174331,4.591760,-2.878553
6.259339,-1.471887,1.080266,-0.174006,4.594222,-2.878987
6.259857,-1.471278,1.076712,-0.173682,4.596684,-2.879419
6.260375,-1.470665,1.073158,-0.173358,4.599147,-2.879851
6.260893,-1.470049,1.069605,-0.173034,4.601609,-2.880281
6.261409,-1.469430,1.066052,-0.172710,4.604072,-2.880711
6.261925,-1.468808,1.062500,-0.172386,4.606535,-2.881141
6.262441,-1.468183,1.058948,-0.172062,4.608998,-2.881569
6.262956,-1.467554,1.055397,-0.171739,4.611461,-2.881997
6.263470,-1.466922,1.051846,-0.171415,4.613924,-2.882424
6.263984,-1.466287,1.048296,-0.171091,4.616388,-2.882850
6.264497,-1.465649,1.044747,-0.170768,4.618851,-2.883275
6.265009,-1.465008,1.041197,-0.170445,4.621315,-2.883699
6.265521,-1.464363,1.037649,-0.170121,4.623779,-2.884123
6.266033,-1.463715,1.034101,-0.169798,4.626243,-2.884546
6.266544,-1.463064,1.030553,-0.169475,4.628707,-2.884968
6.267054,-1.462410,1.027006,-0.169152,4.631171,-2.885389
6.267564,-1.461753,1.023460,-0.168829,4.633636,-2.885810
6.268073,-1.461092,1.019914,-0.168506,4.636100,-2.886229
6.268582,-1.460428,1.016369,-0.168184,4.638565,-2.886648
6.269090,-1.459761,1.012824,-0.167861,4.641030,-2.887066
6.269598,-1.459091,1.009279,-0.167538,4.643495,-2.887484
6.270105,-1.458418,1.005736,-0.167216,4.645960,-2.887900
6.270612,-1.457741,1.002192,-0.166893,4.648425,-2.888316
6.271118,-1.457061,0.998650,-0.166571,4.650890,-2.888731
6.271624,-1.456378,0.995108,-0.166249,4.653356,-2.889145
6.272129,-1.455692,0.991566,-0.165927,4.655821,-2.889558
6.272634,-1.455003,0.988025,-0.165605,4.658287,-2.889971
6.273138,-1.454310,0.984484,-0.165283,4.660753,-2.890382
6.273642,-1.453614,0.980944,-0.164961,4.663219,-2.890793
6.274146,-1.452915,0.977405,-0.164639,4.665685,-2.891203
6.274649,-1.452213,0.973866,-0.164317,4.668151,-2.891613
6.275152,-1.451507,0.970328,-0.163996,4.670618,-2.892021
6.275654,-1.450799,0.966790,-0.163674,4.673084,-2.892429
6.276156,-1.450087,0.963253,-0.163353,4.675551,-2.892836
6.276658,-1.449372,0.959716,-0.163032,4.678018,-2.893242
6.277159,-1.448654,0.956180,-0.162710,4.680484,-2.893648
6.277659,-1.447932,0.952644,-0.162389,4.682952,-2.894052
6.278160,-1.447208,0.949109,-0.162068,4.685419,-2.894456
6.278660,-1.446480,0.945575,-0.161747,4.687886,-2.894859
6.279160,-1.445749,0.942041,-0.161426,4.690353,-2.895261
6.279659,-1.445015,0.938507,-0.161105,4.692821,-2.895663
6.280158,-1.444277,0.934975,-0.160784,4.695289,-2.896063
6.280657,-1.443537,0.931442,-0.160464,4.697756,-2.896463
6.281155,-1.442793,0.927911,-0.160143,4.700224,-2.896862
6.281653,-1.442046,0.924379,-0.159823,4.702693,-2.897260
6.282151,-1.441296,0.920849,-0.159502,4.705161,-2.897658
6.282649,-1.440542,0.917319,-0.159182,4.707629,-2.898054
6.283146,-1.439785,0.913789,-0.158861,4.710098,-2.898450
6.283643,-1.439026,0.910260,-0.158541,4.712566,-2.898845
6.284140,-1.438263,0.906732,-0.158221,4.715035,-2.899240
6.284636,-1.437496,0.903204,-0.157901,4.717504,-2.899633
6.285132,-1.436727,0.899677,-0.157581,4.719973,-2.900026
6.285628,-1.435954,0.896150,-0.157261,4.722442,-2.900418
6.286124,-1.435178,0.892624,-0.156941,4.724911,-2.900809
6.286620,-1.434399,0.889099,-0.156622,4.727380,-2.901199
6.287115,-1.433617,0.885574,-0.156302,4.729850,-2.901589
6.287610,-1.432832,0.882049,-0.155983,4.732319,-2.901978
6.288105,-1.432043,0.878525,-0.155663,4.734789,-2.902366
6.288600,-1.431251,0.875002,-0.155344,4.737259,-2.902753
6.289094,-1.430456,0.871479,-0.155024,4.739729,-2.903139
6.289589,-1.429658,0.867957,-0.154705,4.742199,-2.903525
6.290083,-1.428857,0.864436,-0.154386,4.744669,-2.903910
6.290577,-1.428052,0.860915,-0.154067,4.747139,-2.904294
6.291071,-1.427244,0.857394,-0.153748,4.749610,-2.904677
6.291565,-1.426433,0.853874,-0.153429,4.752080,-2.905060
6.292059,-1.425619,0.850355,-0.153110,4.754551,-2.905441
6.292552,-1.424802,0.846836,-0.152791,4.757022,-2.905822
6.293046,-1.423981,0.843318,-0.152473,4.759493,-2.906202
6.293539,-1.423157,0.839800,-0.152154,4.761964,-2.906581
6.294033,-1.422330,0.836283,-0.151836,4.764435,-2.906960
6.294526,-1.421500,0.832767,-0.151517,4.766906,-2.907338
6.295019,-1.420667,0.829251,-0.151199,4.769378,-2.907715
6.295512,-1.419830,0.825736,-0.150880,4.771849,-2.908091
6.296005,-1.418990,0.822221,-0.150562,4.774321,-2.908466
6.296498,-1.418147,0.818707,-0.150244,4.776793,-2.908841
6.296991,-1.417301,0.815193,-0.149926,4.779265,-2.909215
6.297484,-1.416452,0.811680,-0.149608,4.781737,-2.909588
6.297977,-1.415599,0.808168,-0.149290,4.784209,-2.909960
6.298470,-1.414744,0.804656,-0.148972,4.786681,-2.910331
6.298963,-1.413885,0.801145,-0.148655,4.789153,-2.910702
6.299456,-1.413023,0.797634,-0.148337,4.791626,-2.911072
6.299949,-1.412157,0.794124,-0.148019,4.794099,-2.911441
6.300442,-1.411289,0.790614,-0.147702,4.796571,-2.911809
6.300935,-1.410417,0.787105,-0.147384,4.799044,-2.912177
6.301428,-1.409543,0.783597,-0.147067,4.801517,-2.912544
6.301921,-1.408665,0.780089,-0.146750,4.803990,-2.912909
6.302414,-1.407783,0.776582,-0.146432,4.806463,-2.913275
6.302907,-1.406899,0.773075,-0.146115,4.808937,-2.913639
6.303400,-1.406011,0.769569,-0.145798,4.811410,-2.914003
6.303894,-1.405121,0.766063,-0.145481,4.813884,-2.914365
6.304387,-1.404227,0.762558,-0.145164,4.816357,-2.914727
6.304881,-1.403330,0.759054,-0.144847,4.818831,-2.915089
6.305375,-1.402429,0.755550,-0.144531,4.821305,-2.915449
6.305868,-1.401526,0.752047,-0.144214,4.823779,-2.915809
6.306362,-1.400619,0.748544,-0.143897,4.826253,-2.916168
6.306856,-1.399710,0.745042,-0.143581,4.828727,-2.916526
6.307351,-1.398797,0.741541,-0.143264,4.831201,-2.916883
6.307845,-1.397881,0.738040,-0.142948,4.833676,-2.917240
6.308339,-1.396961,0.734540,-0.142631,4.836150,-2.917596
6.308834,-1.396039,0.731040,-0.142315,4.838625,-2.917950
6.309329,-1.395113,0.727541,-0.141999,4.841100,-2.918305
6.309824,-1.394184,0.724042,-0.141683,4.843575,-2.918658
6.310319,-1.393252,0.720544,-0.141367,4.846050,-2.919011
6.310815,-1.392317,0.717047,-0.141051,4.848525,-2.919363
6.311310,-1.391379,0.713550,-0.140735,4.851000,-2.919714
6.311806,-1.390437,0.710054,-0.140419,4.853476,-2.920064
6.312302,-1.389493,0.706558,-0.140103,4.855951,-2.920413
6.312798,-1.388545,0.703063,-0.139788,4.858427,-2.920762
6.313295,-1.387594,0.699569,-0.139472,4.860902,-2.921110
6.313792,-1.386640,0.696075,-0.139156,4.863378,-2.921457
6.314289,-1.385683,0.692581,-0.138841,4.865854,-2.921804
6.314786,-1.384722,0.689089,-0.138525,4.868330,-2.922149
6.315284,-1.383759,0.685597,-0.138210,4.870806,-2.922494
6.315782,-1.382792,0.682105,-0.137895,4.873282,-2.922838
6.316280,-1.381822,0.678614,-0.137580,4.875759,-2.923181
6.316778,-1.380849,0.675124,-0.137264,4.878235,-2.923524
6.317277,-1.379873,0.671634,-0.136949,4.880711,-2.923866
6.317776,-1.378893,0.668145,-0.136634,4.883188,-2.924206
6.318275,-1.377911,0.664656,-0.136319,4.885665,-2.924547
6.318775,-1.376925,0.661168,-0.136005,4.888142,-2.924886
6.319275,-1.375936,0.657681,-0.135690,4.890619,-2.925224
6.319776,-1.374944,0.654194,-0.135375,4.893096,-2.925562
6.320276,-1.373949,0.650707,-0.135060,4.895573,-2.925899
6.320777,-1.372951,0.647222,-0.134746,4.898050,-2.926236
6.321279,-1.371950,0.643737,-0.134431,4.900528,-2.926571
6.321781,-1.370945,0.640252,-0.134117,4.903005,-2.926906
6.322283,-1.369938,0.636768,-0.133802,4.905483,-2.927240
6.322785,-1.368927,0.633285,-0.133488,4.907960,-2.927573
6.323288,-1.367913,0.629802,-0.133174,4.910438,-2.927905
6.323792,-1.366896,0.626320,-0.132860,4.912916,-2.928237
6.324296,-1.365876,0.622838,-0.132546,4.915394,-2.928567
6.324800,-1.364852,0.619358,-0.132232,4.917872,-2.928897
6.325304,-1.363826,0.615877,-0.131918,4.920351,-2.929227
6.325809,-1.362796,0.612397,-0.131604,4.922829,-2.929555
6.326315,-1.361764,0.608918,-0.131290,4.925307,-2.929883
6.326821,-1.360728,0.605440,-0.130976,4.927786,-2.930210
6.327327,-1.359689,0.601961,-0.130662,4.930264,-2.930536
6.327834,-1.358647,0.598484,-0.130349,4.932743,-2.930861
6.328341,-1.357601,0.595007,-0.130035,4.935222,-2.931186
6.328849,-1.356553,0.591531,-0.129722,4.937701,-2.931509
6.329357,-1.355502,0.588055,-0.129408,4.940180,-2.931832
6.329866,-1.354447,0.584580,-0.129095,4.942659,-2.932155
6.330375,-1.353389,0.581106,-0.128781,4.945138,-2.932476
6.330885,-1.352329,0.577632,-0.128468,4.947618,-2.932797
6.331395,-1.351265,0.574159,-0.128155,4.950097,-2.933117
6.331906,-1.350198,0.570686,-0.127842,4.952577,-2.933436
6.332417,-1.349128,0.567214,-0.127529,4.955056,-2.933754
6.332929,-1.348054,0.563742,-0.127216,4.957536,-2.934072
6.333441,-1.346978,0.560271,-0.126903,4.960016,-2.934389
6.333954,-1.345899,0.556801,-0.126590,4.962496,-2.934705
6.334467,-1.344816,0.553331,-0.126277,4.964976,-2.935020
6.334981,-1.343731,0.549862,-0.125964,4.967456,-2.935334
6.335495,-1.342642,0.546394,-0.125652,4.969936,-2.935648
6.336010,-1.341550,0.542926,-0.125339,4.972417,-2.935961
6.336526,-1.340455,0.539459,-0.125027,4.974897,-2.936273
6.337042,-1.339357,0.535992,-0.124714,4.977378,-2.936584
6.337559,-1.338256,0.532526,-0.124402,4.979858,-2.936895
6.338076,-1.337152,0.529060,-0.124089,4.982339,-2.937205
6.338594,-1.336045,0.525595,-0.123777,4.984820,-2.937514
6.339112,-1.334934,0.522131,-0.123465,4.987301,-2.937822
6.339631,-1.333821,0.518667,-0.123153,4.989782,-2.938130
6.340151,-1.332704,0.515204,-0.122840,4.992263,-2.938436
6.340671,-1.331585,0.511741,-0.122528,4.994744,-2.938742
6.341192,-1.330462,0.508280,-0.122216,4.997225,-2.939047
6.341713,-1.329336,0.504818,-0.121904,4.999707,-2.939352
6.342236,-1.328207,0.501357,-0.121593,5.002188,-2.939655
6.342758,-1.327076,0.497897,-0.121281,5.004670,-2.939958
6.343282,-1.325941,0.494438,-0.120969,5.007152,-2.940260
6.343806,-1.324803,0.490979,-0.120657,5.009633,-2.940562
6.344330,-1.323661,0.487521,-0.120346,5.012115,-2.940862
6.344855,-1.322517,0.484063,-0.120034,5.014597,-2.941162
6.345381,-1.321370,0.480606,-0.119723,5.017079,-2.941461
6.345908,-1.320220,0.477149,-0.119411,5.019561,-2.941759
6.346435,-1.319066,0.473693,-0.119100,5.022044,-2.942057
6.346963,-1.317910,0.470238,-0.118788,5.024526,-2.942353
6.347492,-1.316751,0.466783,-0.118477,5.027008,-2.942649
6.348021,-1.315588,0.463329,-0.118166,5.029491,-2.942944
6.348551,-1.314422,0.459876,-0.117855,5.031974,-2.943239
6.349081,-1.313254,0.456423,-0.117544,5.034456,-2.943532
6.349613,-1.312082,0.452971,-0.117233,5.036939,-2.943825
6.350145,-1.310907,0.449519,-0.116922,5.039422,-2.944117
6.350677,-1.309730,0.446068,-0.116611,5.041905,-2.944408
6.351211,-1.308549,0.442618,-0.116300,5.044388,-2.944699
6.351745,-1.307365,0.439168,-0.115989,5.046871,-2.944988
